>uloqiYa,lqy
>umat~iEokun~a,mtE
>umiruw^A@,Amr
>umirota,Amr
>umirotu,Amr
>um~,Amm
>um~ap,Amm
>um~aha`t,Amm
>um~iY~,Amm
>umoTirato,mTr
>umoniy~at,mny
>unvaY`,Anv
>unvayayon,Anv
>un*ira,n*r
>un*irukum,n*r
>un*iruwA@,n*r
>unzila,nzl
>unzilati,nzl
>unzilato,nzl
>unkiHaka,nkH
>unab~i}ukum,nbA
>unab~i}ukumo,nbA
>uniybu,nwb
>uhil~a,hll
>uwta,Aty
>uwtuwA@,Aty
>uwtuwhu,Aty
>uwtuw^A@,Aty
>uwtiYa,Aty
>uwtiyta,Aty
>uwtiytum,Aty
>uwtiytumo,Aty
">uwtiytuhu,",Aty
>uwHiYa,wHy
>uw*iYa,A*y
>uw*iynaA,A*y
>uwrivuwA@,wrv
>uwrivotumuwhaA,wrv
>uwfi,wfy
>uwfiY,wfy
>uwlaA^',
>uwla`^}ik,
>uwliY,Awl
<ibil,Abl
<ibora`hiym,
<iboka`r,bkr
<iboliys,
<ivom,Avm
<ijoraAm,jrm
<iHodaY,AHd
<iHosa`n,Hsn
<ixoraAj,xrj
<id~,Add
<idoba`r,dbr
<idoriys,
<i*,
<i*aA,
<i*on,A*n
<iram,
<irobap,Arb
<iroSaAd,rSd
<isotaboraq,brq
<isoHa`q,
<isoraAr,srr
<isoraAf,srf
<isora`^'iyl,
<isola`m,slm
<isoma`Eiyl,
<i$oraAq,$rq
<iSobaAH,SbH
<iSor,ASr
<iSola`H,SlH
<iToEa`m,TEm
<iEoraAD,ErD
<iEoSaAr,ESr
<ifok,Afk
<iqaAm,qwm
<iqaAmat,qwm
<ikoraAm,krm
<ikoraAh,krh
<il,Al
<ilaY`,
<ila`f,Alf
<ila`h,Alh
<il~,All
<il~aA,
<il~am,
<iloHaAd,lHd
<iloHaAf,lHf
<iloyaAs,
<imaAm,Amm
<im~aA,
<imor,Amr
<imosaAk,msk
<imola`q,mlq
<in,
<injiyl,
<ins,Ans
<insa`n,Ans
<insiy~,Ans
<in$aA^',n$A
<infaAq,nfq
<inaY`,Any
<in~,
<iY,
<iytaA^',Aty
<iyma`n,Amn
<iyn,
<iyaAb,Awb
<iy~aA,
Al^r,
Al^m^,
Al^m^r,
Al^m^S^,
ba>os,bAs
ba>osaA^',bAs
baAb,bwb
baAbil,
baAd,bdw
baAduwn,bdw
baAdiY,bdw
baAri},brA
baArid,brd
baArizap,brz
baAzig,bzg
baAzigap,bzg
baAsirap,bsr
baAsiqa`t,bsq
baATin,bTn
baATinap,bTn
baAg,bgy
baAq,bqy
baAqiyn,bqy
baAqiyap,bqy
baAl,bwl
baAyaEotum,byE
baA^'a,bwA
baA^}is,bAs
bav~,bvv
bav~a,bvv
baHiyrap,bHr
baHor,bHr
baxila,bxl
baxiluwA@,bxl
baxos,bxs
bada'uwkumo,bdA
bada>a,bdA
bada>akumo,bdA
